Accident,Level,Parent,Code
traffic,7,animal being ridden or animal drawn vehicle,V06.19,,,,,
bus or heavy transport,6,collision(with),V04.99,,,,,
nontraffic,7,bus or heavy transport,V04.09,,,,,
traffic,7,bus or heavy transport,V04.19,,,,,
car,6,collision(with),V03.99,,,,,
nontraffic,7,car,V03.09,,,,,
traffic,7,car,V03.19,,,,,
pedal cycle,6,collision(with),V01.99,,,,,
nontraffic,7,pedal cycle,V01.09,,,,,
traffic,7,pedal cycle,V01.19,,,,,
pick-up truck or van,6,collision(with),V03.99,,,,,
nontraffic,7,pick-up truck or van,V03.09,,,,,
traffic,7,pick-up truck or van,V03.19,,,,,
railway(train) (vehicle),6,collision(with),V05.99,,,,,
nontraffic,7,railway(train) (vehicle),V05.09,,,,,
traffic,7,railway(train) (vehicle),V05.19,,,,,
streetcar,6,collision(with),V06.99,,,,,
nontraffic,7,streetcar,V06.09,,,,,
traffic,7,streetcar,V06.19,,,,,
stationary object,6,collision(with),V00.212,,,,,
two- or three-wheeled motor vehicle,6,collision(with),V02.99,,,,,
nontraffic,7,two- or three-wheeled motor vehicle,V02.09,,,,,
traffic,7,two- or three-wheeled motor vehicle,V02.19,,,,,
vehicle,6,collision(with),V09.9,,,,,
animal-drawn,7,vehicle,V06.99,,,,,
nontraffic,8,animal-drawn,V06.09,,,,,
traffic,8,animal-drawn,V06.19,,,,,
motor,7,vehicle,,,,,,
nontraffic,8,motor,V09.00,,,,,
traffic,8,motor,V09.20,,,,,
fall,5,ice skates,V00.211,,,,,
nontraffic,5,ice skates,V09.1,,,,,
involving motor vehicle NEC,6,nontraffic,V09.00,,,,,
traffic,5,ice skates,V09.3,,,,,
involving motor vehicle NEC,6,traffic,V09.20,,,,,
motorized mobility scooter,4,conveyance(occupant),V00.838,,,,,
collision with stationary object,5,motorized mobility scooter,V00.832,,,,,
fall from,5,motorized mobility scooter,V00.831,,,,,
nontraffic,4,conveyance(occupant),V09.1,,,,,
involving motor vehicle,5,nontraffic,V09.00,,,,,
military,6,involving motor vehicle,V09.01,,,,,
specified type NEC,6,involving motor vehicle,V09.09,,,,,
roller skates(non in-line),4,conveyance(occupant),V00.128,,,,,
collision(with),5,roller skates(non in-line),V09.9,,,,,
animal being ridden or animal drawn vehicle,6,collision(with),V06.91,,,,,
nontraffic,7,animal being ridden or animal drawn vehicle,V06.01,,,,,
traffic,7,animal being ridden or animal drawn vehicle,V06.11,,,,,
bus or heavy transport,6,collision(with),V04.91,,,,,
nontraffic,7,bus or heavy transport,V04.01,,,,,
traffic,7,bus or heavy transport,V04.11,,,,,
car,6,collision(with),V03.91,,,,,
nontraffic,7,car,V03.01,,,,,
traffic,7,car,V03.11,,,,,
pedal cycle,6,collision(with),V01.91,,,,,
nontraffic,7,pedal cycle,V01.01,,,,,
traffic,7,pedal cycle,V01.11,,,,,
pick-up truck or van,6,collision(with),V03.91,,,,,
nontraffic,7,pick-up truck or van,V03.01,,,,,
traffic,7,pick-up truck or van,V03.11,,,,,
railway(train) (vehicle),6,collision(with),V05.91,,,,,
nontraffic,7,railway(train) (vehicle),V05.01,,,,,
traffic,7,railway(train) (vehicle),V05.11,,,,,
streetcar,6,collision(with),V06.91,,,,,
nontraffic,7,streetcar,V06.01,,,,,
traffic,7,streetcar,V06.11,,,,,
stationary object,6,collision(with),V00.122,,,,,
two- or three-wheeled motor vehicle,6,collision(with),V02.91,,,,,
nontraffic,7,two- or three-wheeled motor vehicle,V02.01,,,,,
traffic,7,two- or three-wheeled motor vehicle,V02.11,,,,,
vehicle,6,collision(with),V09.9,,,,,
animal-drawn,7,vehicle,V06.91,,,,,
nontraffic,8,animal-drawn,V06.01,,,,,
traffic,8,animal-drawn,V06.11,,,,,
motor,7,vehicle,,,,,,
nontraffic,8,motor,V09.00,,,,,
traffic,8,motor,V09.20,,,,,
fall,5,roller skates(non in-line),V00.121,,,,,
in-line,5,roller skates(non in-line),V00.118,,,,,
collision-,6,in-line,,,,,,
with stationary object,7,collision-,V00.112,,,,,
fall,6,in-line,V00.111,,,,,
nontraffic,5,roller skates(non in-line),V09.1,,,,,
involving motor vehicle NEC,6,nontraffic,V09.00,,,,,
traffic,5,roller skates(non in-line),V09.3,,,,,
involving motor vehicle NEC,6,traffic,V09.20,,,,,
rolling shoes,4,conveyance(occupant),V00.158,,,,,
colliding with stationary object,5,rolling shoes,V00.152,,,,,
fall,5,rolling shoes,V00.151,,,,,
rolling type NEC,4,conveyance(occupant),V00.188,,,,,
collision(with),5,rolling type NEC,V09.9,,,,,
animal being ridden or animal drawn vehicle,6,collision(with),V06.99,,,,,
nontraffic,7,animal being ridden or animal drawn vehicle,V06.09,,,,,
traffic,7,animal being ridden or animal drawn vehicle,V06.19,,,,,
bus or heavy transport,6,collision(with),V04.99,,,,,
nontraffic,7,bus or heavy transport,V04.09,,,,,
traffic,7,bus or heavy transport,V04.19,,,,,
car,6,collision(with),V03.99,,,,,
nontraffic,7,car,V03.09,,,,,
traffic,7,car,V03.19,,,,,
pedal cycle,6,collision(with),V01.99,,,,,
nontraffic,7,pedal cycle,V01.09,,,,,
traffic,7,pedal cycle,V01.19,,,,,
pick-up truck or van,6,collision(with),V03.99,,,,,
nontraffic,7,pick-up truck or van,V03.09,,,,,
traffic,7,pick-up truck or van,V03.19,,,,,
railway(train) (vehicle),6,collision(with),V05.99,,,,,
nontraffic,7,railway(train) (vehicle),V05.09,,,,,
traffic,7,railway(train) (vehicle),V05.19,,,,,
stationary object,6,collision(with),V00.182,,,,,
streetcar,6,collision(with),V06.99,,,,,
nontraffic,7,streetcar,V06.09,,,,,
traffic,7,streetcar,V06.19,,,,,
two- or three-wheeled motor vehicle,6,collision(with),V02.99,,,,,
nontraffic,7,two- or three-wheeled motor vehicle,V02.09,,,,,
traffic,7,two- or three-wheeled motor vehicle,V02.19,,,,,
vehicle,6,collision(with),V09.9,,,,,
animal-drawn,7,vehicle,V06.99,,,,,
nontraffic,8,animal-drawn,V06.09,,,,,
traffic,8,animal-drawn,V06.19,,,,,
motor,7,vehicle,,,,,,
nontraffic,8,motor,V09.00,,,,,
traffic,8,motor,V09.20,,,,,
fall,5,rolling type NEC,V00.181,,,,,
in-line roller skate,5,rolling type NEC,,,,,,
nontraffic,5,rolling type NEC,V09.1,,,,,
involving motor vehicle NEC,6,nontraffic,V09.00,,,,,
roller skate,5,rolling type NEC,,,,,,
scooter(non-motorized),5,rolling type NEC,,,,,,
skateboard,5,rolling type NEC,,,,,,
traffic,5,rolling type NEC,V09.3,,,,,
involving motor vehicle NEC,6,traffic,V09.20,,,,,
scooter(non-motorized),4,conveyance(occupant),V00.148,,,,,
collision(with),5,scooter(non-motorized),V09.9,,,,,
animal being ridden or animal drawn vehicle,6,collision(with),V06.99,,,,,
nontraffic,7,animal being ridden or animal drawn vehicle,V06.09,,,,,
traffic,7,animal being ridden or animal drawn vehicle,V06.19,,,,,
bus or heavy transport,6,collision(with),V04.99,,,,,
nontraffic,7,bus or heavy transport,V04.09,,,,,
traffic,7,bus or heavy transport,V04.19,,,,,
car,6,collision(with),V03.99,,,,,
nontraffic,7,car,V03.09,,,,,
traffic,7,car,V03.19,,,,,
pedal cycle,6,collision(with),V01.99,,,,,
nontraffic,7,pedal cycle,V01.09,,,,,
traffic,7,pedal cycle,V01.19,,,,,
pick-up truck or van,6,collision(with),V03.99,,,,,
nontraffic,7,pick-up truck or van,V03.09,,,,,
traffic,7,pick-up truck or van,V03.19,,,,,
railway(train) (vehicle),6,collision(with),V05.99,,,,,
nontraffic,7,railway(train) (vehicle),V05.09,,,,,
traffic,7,railway(train) (vehicle),V05.19,,,,,
streetcar,6,collision(with),V06.99,,,,,
nontraffic,7,streetcar,V06.09,,,,,
traffic,7,streetcar,V06.19,,,,,
stationary object,6,collision(with),V00.142,,,,,
two- or three-wheeled motor vehicle,6,collision(with),V02.99,,,,,
nontraffic,7,two- or three-wheeled motor vehicle,V02.09,,,,,
traffic,7,two- or three-wheeled motor vehicle,V02.19,,,,,
vehicle,6,collision(with),V09.9,,,,,
animal-drawn,7,vehicle,V06.99,,,,,
nontraffic,8,animal-drawn,V06.09,,,,,
traffic,8,animal-drawn,V06.19,,,,,
motor,7,vehicle,,,,,,
nontraffic,8,motor,V09.00,,,,,
traffic,8,motor,V09.20,,,,,
fall,5,scooter(non-motorized),V00.141,,,,,
nontraffic,5,scooter(non-motorized),V09.1,,,,,
involving motor vehicle NEC,6,nontraffic,V09.00,,,,,
traffic,5,scooter(non-motorized),V09.3,,,,,
involving motor vehicle NEC,6,traffic,V09.20,,,,,
Segway,4,conveyance(occupant),,,,,,
collision with,5,Segway,,,,,,
animal being ridden or animal drawn vehicle,6,collision with,V06.938,,,,,
nontraffic,7,animal being ridden or animal drawn vehicle,V06.038,,,,,
traffic,7,animal being ridden or animal drawn vehicle,V06.138,,,,,
bus or heavy transport,6,collision with,V04.938,,,,,
nontraffic,7,bus or heavy transport,V04.038,,,,,
traffic,7,bus or heavy transport,V04.138,,,,,
car,6,collision with,V03.938,,,,,
nontraffic,7,car,V03.038,,,,,
traffic,7,car,V03.138,,,,,
pedal cycle,6,collision with,V01.938,,,,,
nontraffic,7,pedal cycle,V01.038,,,,,
traffic,7,pedal cycle,V01.138,,,,,
pick-up or van,6,collision with,V03.938,,,,,
nontraffic,7,pick-up or van,V03.038,,,,,
traffic,7,pick-up or van,V03.138,,,,,
railway(train) (vehicle),6,collision with,V05.938,,,,,
nontraffic,7,railway(train) (vehicle),V05.038,,,,,
traffic,7,railway(train) (vehicle),V05.138,,,,,
streetcar,6,collision with,V06.938,,,,,
nontraffic,7,streetcar,V06.038,,,,,
traffic,7,streetcar,V06.138,,,,,
three-wheeled motor vehicle,6,collision with,V02.938,,,,,
nontraffic,7,three-wheeled motor vehicle,V02.038,,,,,
traffic,7,three-wheeled motor vehicle,V02.138,,,,,
two-wheeled motor vehicle,6,collision with,V02.938,,,,,
nontraffic,7,two-wheeled motor vehicle,V02.038,,,,,
traffic,7,two-wheeled motor vehicle,V02.138,,,,,
"vehicle, nonmotor, specified NEC",6,collision with,V06.938,,,,,
nontraffic,7,"vehicle, nonmotor, specified NEC",V06.038,,,,,
traffic,7,"vehicle, nonmotor, specified NEC",V06.138,,,,,
fall,5,Segway,V00.848,,,,,
skate board,4,conveyance(occupant),V00.138,,,,,
collision(with),5,skate board,V09.9,,,,,
animal being ridden or animal drawn vehicle,6,collision(with),V06.92,,,,,
nontraffic,7,animal being ridden or animal drawn vehicle,V06.02,,,,,
traffic,7,animal being ridden or animal drawn vehicle,V06.12,,,,,
bus or heavy transport,6,collision(with),V04.92,,,,,
nontraffic,7,bus or heavy transport,V04.02,,,,,
traffic,7,bus or heavy transport,V04.12,,,,,
car,6,collision(with),V03.92,,,,,
nontraffic,7,car,V03.02,,,,,
traffic,7,car,V03.12,,,,,
pedal cycle,6,collision(with),V01.92,,,,,
nontraffic,7,pedal cycle,V01.02,,,,,
traffic,7,pedal cycle,V01.12,,,,,
pick-up truck or van,6,collision(with),V03.92,,,,,
nontraffic,7,pick-up truck or van,V03.02,,,,,
traffic,7,pick-up truck or van,V03.12,,,,,
railway(train) (vehicle),6,collision(with),V05.92,,,,,
nontraffic,7,railway(train) (vehicle),V05.02,,,,,
traffic,7,railway(train) (vehicle),V05.12,,,,,
streetcar,6,collision(with),V06.92,,,,,
nontraffic,7,streetcar,V06.02,,,,,
traffic,7,streetcar,V06.12,,,,,
stationary object,6,collision(with),V00.132,,,,,
two- or three-wheeled motor vehicle,6,collision(with),V02.92,,,,,
nontraffic,7,two- or three-wheeled motor vehicle,V02.02,,,,,
traffic,7,two- or three-wheeled motor vehicle,V02.12,,,,,
vehicle,6,collision(with),V09.9,,,,,
animal-drawn,7,vehicle,V06.92,,,,,
nontraffic,8,animal-drawn,V06.02,,,,,
traffic,8,animal-drawn,V06.12,,,,,
motor,7,vehicle,,,,,,
nontraffic,8,motor,V09.00,,,,,
traffic,8,motor,V09.20,,,,,
fall,5,skate board,V00.131,,,,,
nontraffic,5,skate board,V09.1,,,,,
involving motor vehicle NEC,6,nontraffic,V09.00,,,,,
traffic,5,skate board,V09.3,,,,,
involving motor vehicle NEC,6,traffic,V09.20,,,,,
sled,4,conveyance(occupant),V00.228,,,,,
collision(with),5,sled,V09.9,,,,,
animal being ridden or animal drawn vehicle,6,collision(with),V06.99,,,,,
nontraffic,7,animal being ridden or animal drawn vehicle,V06.09,,,,,
traffic,7,animal being ridden or animal drawn vehicle,V06.19,,,,,
bus or heavy transport,6,collision(with),V04.99,,,,,
nontraffic,7,bus or heavy transport,V04.09,,,,,
traffic,7,bus or heavy transport,V04.19,,,,,
car,6,collision(with),V03.99,,,,,
nontraffic,7,car,V03.09,,,,,
traffic,7,car,V03.19,,,,,
pedal cycle,6,collision(with),V01.99,,,,,
nontraffic,7,pedal cycle,V01.09,,,,,
traffic,7,pedal cycle,V01.19,,,,,
pick-up truck or van,6,collision(with),V03.99,,,,,
nontraffic,7,pick-up truck or van,V03.09,,,,,
traffic,7,pick-up truck or van,V03.19,,,,,
railway(train) (vehicle),6,collision(with),V05.99,,,,,
nontraffic,7,railway(train) (vehicle),V05.09,,,,,
traffic,7,railway(train) (vehicle),V05.19,,,,,
streetcar,6,collision(with),V06.99,,,,,
nontraffic,7,streetcar,V06.09,,,,,
traffic,7,streetcar,V06.19,,,,,
stationary object,6,collision(with),V00.222,,,,,
two- or three-wheeled motor vehicle,6,collision(with),V02.99,,,,,
nontraffic,7,two- or three-wheeled motor vehicle,V02.09,,,,,
traffic,7,two- or three-wheeled motor vehicle,V02.19,,,,,
vehicle,6,collision(with),V09.9,,,,,
animal-drawn,7,vehicle,V06.99,,,,,
nontraffic,8,animal-drawn,V06.09,,,,,
traffic,8,animal-drawn,V06.19,,,,,
motor,7,vehicle,,,,,,
nontraffic,8,motor,V09.00,,,,,
traffic,8,motor,V09.20,,,,,
fall,5,sled,V00.221,,,,,
nontraffic,5,sled,V09.1,,,,,
involving motor vehicle NEC,6,nontraffic,V09.00,,,,,
traffic,5,sled,V09.3,,,,,
involving motor vehicle NEC,6,traffic,V09.20,,,,,
skis(snow),4,conveyance(occupant),V00.328,,,,,
collision(with),5,skis(snow),V09.9,,,,,
animal being ridden or animal drawn vehicle,6,collision(with),V06.99,,,,,
nontraffic,7,animal being ridden or animal drawn vehicle,V06.09,,,,,
traffic,7,animal being ridden or animal drawn vehicle,V06.19,,,,,
bus or heavy transport,6,collision(with),V04.99,,,,,
nontraffic,7,bus or heavy transport,V04.09,,,,,
traffic,7,bus or heavy transport,V04.19,,,,,
car,6,collision(with),V03.99,,,,,
nontraffic,7,car,V03.09,,,,,
traffic,7,car,V03.19,,,,,
pedal cycle,6,collision(with),V01.99,,,,,
nontraffic,7,pedal cycle,V01.09,,,,,
traffic,7,pedal cycle,V01.19,,,,,
pick-up truck or van,6,collision(with),V03.99,,,,,
nontraffic,7,pick-up truck or van,V03.09,,,,,
traffic,7,pick-up truck or van,V03.19,,,,,
railway(train) (vehicle),6,collision(with),V05.99,,,,,
nontraffic,7,railway(train) (vehicle),V05.09,,,,,
traffic,7,railway(train) (vehicle),V05.19,,,,,
streetcar,6,collision(with),V06.99,,,,,
nontraffic,7,streetcar,V06.09,,,,,
traffic,7,streetcar,V06.19,,,,,
stationary object,6,collision(with),V00.322,,,,,
two- or three-wheeled motor vehicle,6,collision(with),V02.99,,,,,
nontraffic,7,two- or three-wheeled motor vehicle,V02.09,,,,,
traffic,7,two- or three-wheeled motor vehicle,V02.19,,,,,
vehicle,6,collision(with),V09.9,,,,,
animal-drawn,7,vehicle,V06.99,,,,,
nontraffic,8,animal-drawn,V06.09,,,,,
traffic,8,animal-drawn,V06.19,,,,,
motor,7,vehicle,,,,,,
nontraffic,8,motor,V09.00,,,,,
traffic,8,motor,V09.20,,,,,
fall,5,skis(snow),V00.321,,,,,
nontraffic,5,skis(snow),V09.1,,,,,
involving motor vehicle NEC,6,nontraffic,V09.00,,,,,
traffic,5,skis(snow),V09.3,,,,,
involving motor vehicle NEC,6,traffic,V09.20,,,,,
snow board,4,conveyance(occupant),V00.318,,,,,
collision(with),5,snow board,V09.9,,,,,
animal being ridden or animal drawn vehicle,6,collision(with),V06.99,,,,,
nontraffic,7,animal being ridden or animal drawn vehicle,V06.09,,,,,
traffic,7,animal being ridden or animal drawn vehicle,V06.19,,,,,
bus or heavy transport,6,collision(with),V04.99,,,,,
nontraffic,7,bus or heavy transport,V04.09,,,,,
traffic,7,bus or heavy transport,V04.19,,,,,
car,6,collision(with),V03.99,,,,,
nontraffic,7,car,V03.09,,,,,
traffic,7,car,V03.19,,,,,
pedal cycle,6,collision(with),V01.99,,,,,
nontraffic,7,pedal cycle,V01.09,,,,,
traffic,7,pedal cycle,V01.19,,,,,
pick-up truck or van,6,collision(with),V03.99,,,,,
nontraffic,7,pick-up truck or van,V03.09,,,,,
traffic,7,pick-up truck or van,V03.19,,,,,
railway(train) (vehicle),6,collision(with),V05.99,,,,,
nontraffic,7,railway(train) (vehicle),V05.09,,,,,
traffic,7,railway(train) (vehicle),V05.19,,,,,
streetcar,6,collision(with),V06.99,,,,,
nontraffic,7,streetcar,V06.09,,,,,
traffic,7,streetcar,V06.19,,,,,
stationary object,6,collision(with),V00.312,,,,,
two- or three-wheeled motor vehicle,6,collision(with),V02.99,,,,,
nontraffic,7,two- or three-wheeled motor vehicle,V02.09,,,,,
traffic,7,two- or three-wheeled motor vehicle,V02.19,,,,,
vehicle,6,collision(with),V09.9,,,,,
animal-drawn,7,vehicle,V06.99,,,,,
nontraffic,8,animal-drawn,V06.09,,,,,
traffic,8,animal-drawn,V06.19,,,,,
motor,7,vehicle,,,,,,
nontraffic,8,motor,V09.00,,,,,
traffic,8,motor,V09.20,,,,,
fall,5,snow board,V00.311,,,,,
nontraffic,5,snow board,V09.1,,,,,
involving motor vehicle NEC,6,nontraffic,V09.00,,,,,
traffic,5,snow board,V09.3,,,,,
involving motor vehicle NEC,6,traffic,V09.20,,,,,
specified type NEC,4,conveyance(occupant),V00.898,,,,,
collision(with),5,specified type NEC,V09.9,,,,,
animal being ridden or animal drawn vehicle,6,collision(with),V06.99,,,,,
nontraffic,7,animal being ridden or animal drawn vehicle,V06.09,,,,,
traffic,7,animal being ridden or animal drawn vehicle,V06.19,,,,,
bus or heavy transport,6,collision(with),V04.99,,,,,
nontraffic,7,bus or heavy transport,V04.09,,,,,
traffic,7,bus or heavy transport,V04.19,,,,,
car,6,collision(with),V03.99,,,,,
nontraffic,7,car,V03.09,,,,,
traffic,7,car,V03.19,,,,,
pedal cycle,6,collision(with),V01.99,,,,,
nontraffic,7,pedal cycle,V01.09,,,,,
traffic,7,pedal cycle,V01.19,,,,,
pick-up truck or van,6,collision(with),V03.99,,,,,
nontraffic,7,pick-up truck or van,V03.09,,,,,
traffic,7,pick-up truck or van,V03.19,,,,,
railway(train) (vehicle),6,collision(with),V05.99,,,,,
nontraffic,7,railway(train) (vehicle),V05.09,,,,,
traffic,7,railway(train) (vehicle),V05.19,,,,,
streetcar,6,collision(with),V06.99,,,,,
nontraffic,7,streetcar,V06.09,,,,,
traffic,7,streetcar,V06.19,,,,,
stationary object,6,collision(with),V00.892,,,,,
two- or three-wheeled motor vehicle,6,collision(with),V02.99,,,,,
nontraffic,7,two- or three-wheeled motor vehicle,V02.09,,,,,
traffic,7,two- or three-wheeled motor vehicle,V02.19,,,,,
vehicle,6,collision(with),V09.9,,,,,
animal-drawn,7,vehicle,V06.99,,,,,
nontraffic,8,animal-drawn,V06.09,,,,,
traffic,8,animal-drawn,V06.19,,,,,
motor,7,vehicle,,,,,,
nontraffic,8,motor,V09.00,,,,,
traffic,8,motor,V09.20,,,,,
fall,5,specified type NEC,V00.891,,,,,
nontraffic,5,specified type NEC,V09.1,,,,,
involving motor vehicle NEC,6,nontraffic,V09.00,,,,,
traffic,5,specified type NEC,V09.3,,,,,
involving motor vehicle NEC,6,traffic,V09.20,,,,,
standing,4,conveyance(occupant),,,,,,
electric scooter,5,standing,,,,,,
collision with,6,electric scooter,,,,,,
animal being ridden or animal drawn vehicle,7,collision with,V06.931,,,,,
nontraffic,8,animal being ridden or animal drawn vehicle,V06.031,,,,,
traffic,8,animal being ridden or animal drawn vehicle,V06.131,,,,,
bus or heavy transport,7,collision with,V04.931,,,,,
nontraffic,8,bus or heavy transport,V04.031,,,,,
traffic,8,bus or heavy transport,V04.131,,,,,
car,7,collision with,V03.931,,,,,
nontraffic,8,car,V03.031,,,,,
traffic,8,car,V03.131,,,,,
pedal cycle,7,collision with,V01.931,,,,,
nontraffic,8,pedal cycle,V01.031,,,,,
traffic,8,pedal cycle,V01.131,,,,,
pick-up or van,7,collision with,V03.931,,,,,
nontraffic,8,pick-up or van,V03.031,,,,,
traffic,8,pick-up or van,V03.131,,,,,
railway(train) (vehicle),7,collision with,V05.931,,,,,
nontraffic,8,railway(train) (vehicle),V05.031,,,,,
traffic,8,railway(train) (vehicle),V05.131,,,,,
streetcar,7,collision with,V06.931,,,,,
nontraffic,8,streetcar,V06.031,,,,,
traffic,8,streetcar,V06.131,,,,,
three-wheeled motor vehicle,7,collision with,V02.931,,,,,
nontraffic,8,three-wheeled motor vehicle,V02.031,,,,,
traffic,8,three-wheeled motor vehicle,V02.131,,,,,
two-wheeled motor vehicle,7,collision with,V02.931,,,,,
nontraffic,8,two-wheeled motor vehicle,V02.031,,,,,
traffic,8,two-wheeled motor vehicle,V02.131,,,,,
"vehicle, nonmotor, specified NEC",7,collision with,V06.931,,,,,
nontraffic,8,"vehicle, nonmotor, specified NEC",V06.031,,,,,
traffic,8,"vehicle, nonmotor, specified NEC",V06.131,,,,,
fall,6,electric scooter,V00.841,,,,,
micro-mobility pedestrian conveyance,5,standing,,,,,,
collision with,6,micro-mobility pedestrian conveyance,,,,,,
animal being ridden or animal drawn vehicle,7,collision with,V06.938,,,,,
nontraffic,8,animal being ridden or animal drawn vehicle,V06.038,,,,,
traffic,8,animal being ridden or animal drawn vehicle,V06.138,,,,,
bus or heavy transport,7,collision with,V04.938,,,,,
nontraffic,8,bus or heavy transport,V04.038,,,,,
traffic,8,bus or heavy transport,V04.138,,,,,
car,7,collision with,V03.938,,,,,
nontraffic,8,car,V03.038,,,,,
traffic,8,car,V03.138,,,,,
pedal cycle,7,collision with,V01.938,,,,,
nontraffic,8,pedal cycle,V01.038,,,,,
traffic,8,pedal cycle,V01.138,,,,,
pick-up or van,7,collision with,V03.938,,,,,
nontraffic,8,pick-up or van,V03.038,,,,,
traffic,8,pick-up or van,V03.138,,,,,
railway(train) (vehicle),7,collision with,V05.938,,,,,
nontraffic,8,railway(train) (vehicle),V05.038,,,,,
traffic,8,railway(train) (vehicle),V05.138,,,,,
stationary object,7,collision with,V00.842,,,,,
streetcar,7,collision with,V06.938,,,,,
nontraffic,8,streetcar,V06.038,,,,,
traffic,8,streetcar,V06.138,,,,,
three-wheeled motor vehicle,7,collision with,V02.938,,,,,
nontraffic,8,three-wheeled motor vehicle,V02.038,,,,,
traffic,8,three-wheeled motor vehicle,V02.138,,,,,
two-wheeled motor vehicle,7,collision with,V02.938,,,,,
nontraffic,8,two-wheeled motor vehicle,V02.038,,,,,
traffic,8,two-wheeled motor vehicle,V02.138,,,,,
"vehicle, nonmotor, specified NEC",7,collision with,V06.938,,,,,
nontraffic,8,"vehicle, nonmotor, specified NEC",V06.038,,,,,
traffic,8,"vehicle, nonmotor, specified NEC",V06.138,,,,,
fall,6,micro-mobility pedestrian conveyance,V00.848,,,,,
traffic,4,conveyance(occupant),V09.3,,,,,
involving motor vehicle,5,traffic,V09.20,,,,,
military,6,involving motor vehicle,V09.21,,,,,
specified type NEC,6,involving motor vehicle,V09.29,,,,,
wheelchair(powered),4,conveyance(occupant),V00.818,,,,,
collision(with),5,wheelchair(powered),V09.9,,,,,
animal being ridden or animal drawn vehicle,6,collision(with),V06.99,,,,,
nontraffic,7,animal being ridden or animal drawn vehicle,V06.09,,,,,
traffic,7,animal being ridden or animal drawn vehicle,V06.19,,,,,
bus or heavy transport,6,collision(with),V04.99,,,,,
nontraffic,7,bus or heavy transport,V04.09,,,,,
traffic,7,bus or heavy transport,V04.19,,,,,
car,6,collision(with),V03.99,,,,,
nontraffic,7,car,V03.09,,,,,
traffic,7,car,V03.19,,,,,
pedal cycle,6,collision(with),V01.99,,,,,
nontraffic,7,pedal cycle,V01.09,,,,,
traffic,7,pedal cycle,V01.19,,,,,
pick-up truck or van,6,collision(with),V03.99,,,,,
nontraffic,7,pick-up truck or van,V03.09,,,,,
traffic,7,pick-up truck or van,V03.19,,,,,
railway(train) (vehicle),6,collision(with),V05.99,,,,,
nontraffic,7,railway(train) (vehicle),V05.09,,,,,
traffic,7,railway(train) (vehicle),V05.19,,,,,
streetcar,6,collision(with),V06.99,,,,,
nontraffic,7,streetcar,V06.09,,,,,
traffic,7,streetcar,V06.19,,,,,
stationary object,6,collision(with),V00.812,,,,,
two- or three-wheeled motor vehicle,6,collision(with),V02.99,,,,,
nontraffic,7,two- or three-wheeled motor vehicle,V02.09,,,,,
traffic,7,two- or three-wheeled motor vehicle,V02.19,,,,,
vehicle,6,collision(with),V09.9,,,,,
animal-drawn,7,vehicle,V06.99,,,,,
nontraffic,8,animal-drawn,V06.09,,,,,
traffic,8,animal-drawn,V06.19,,,,,
motor,7,vehicle,,,,,,
nontraffic,8,motor,V09.00,,,,,
traffic,8,motor,V09.20,,,,,
fall,5,wheelchair(powered),V00.811,,,,,
nontraffic,5,wheelchair(powered),V09.1,,,,,
involving motor vehicle NEC,6,nontraffic,V09.00,,,,,
traffic,5,wheelchair(powered),V09.3,,,,,
involving motor vehicle NEC,6,traffic,V09.20,,,,,
wheeled shoe,4,conveyance(occupant),V00.158,,,,,
colliding with stationary object,5,wheeled shoe,V00.152,,,,,
fall,5,wheeled shoe,V00.151,,,,,
on foot,3,pedestrian,,,,,,
collision(with),4,on foot,,,,,,
animal being ridden or animal drawn vehicle,5,collision(with),V06.90,,,,,
nontraffic,6,animal being ridden or animal drawn vehicle,V06.00,,,,,
traffic,6,animal being ridden or animal drawn vehicle,V06.10,,,,,
bus or heavy transport,5,collision(with),V04.90,,,,,
nontraffic,6,bus or heavy transport,V04.00,,,,,
traffic,6,bus or heavy transport,V04.10,,,,,
car,5,collision(with),V03.90,,,,,
nontraffic,6,car,V03.00,,,,,
traffic,6,car,V03.10,,,,,
pedal cycle,5,collision(with),V01.90,,,,,
nontraffic,6,pedal cycle,V01.00,,,,,
traffic,6,pedal cycle,V01.10,,,,,
pick-up truck or van,5,collision(with),V03.90,,,,,
nontraffic,6,pick-up truck or van,V03.00,,,,,
traffic,6,pick-up truck or van,V03.10,,,,,
railway(train) (vehicle),5,collision(with),V05.90,,,,,
nontraffic,6,railway(train) (vehicle),V05.00,,,,,
traffic,6,railway(train) (vehicle),V05.10,,,,,
streetcar,5,collision(with),V06.90,,,,,
nontraffic,6,streetcar,V06.00,,,,,
traffic,6,streetcar,V06.10,,,,,
two- or three-wheeled motor vehicle,5,collision(with),V02.90,,,,,
nontraffic,6,two- or three-wheeled motor vehicle,V02.00,,,,,
traffic,6,two- or three-wheeled motor vehicle,V02.10,,,,,
vehicle,5,collision(with),V09.9,,,,,
animal-drawn,6,vehicle,V06.90,,,,,
nontraffic,7,animal-drawn,V06.00,,,,,
traffic,7,animal-drawn,V06.10,,,,,
motor,6,vehicle,,,,,,
nontraffic,7,motor,V09.00,,,,,
traffic,7,motor,V09.20,,,,,
nontraffic,4,on foot,V09.1,,,,,
involving motor vehicle,5,nontraffic,V09.00,,,,,
military,6,involving motor vehicle,V09.01,,,,,
specified type NEC,6,involving motor vehicle,V09.09,,,,,
traffic,4,on foot,V09.3,,,,,
